,ID,datetime,siteid,offerid,category,merchant,countrycode,browserid,devid,click
1043331,IDxzMDpzQ,2017-01-19 16:54:33,3696590,150495,1069,29891834,a,Edge,Tablet,0
8708676,IDKZMgH57,2017-01-13 16:27:00,7962227,370415,81229,43770446,e,Google Chrome,,0
9137378,IDrSzodlm,2017-01-16 13:44:34,2572381,748947,54916,91808273,f,Firefox,Mobile,0
7038737,IDBfKVaVl,2017-01-18 16:44:23,2098712,124158,21407,59651778,b,Google Chrome,Mobile,0
6109904,IDQMA2ECc,2017-01-15 08:34:36,4930279,249144,15124,11945063,b,Google Chrome,,0
5789230,ID2FoZgGL,2017-01-11 09:19:21,7896742,709601,10345,17777318,a,Edge,,0
6878473,IDj3RF7nY,2017-01-10 11:59:44,8917952,78171,25516,35888759,b,Firefox,Mobile,0
2308045,IDpDQ5AnV,2017-01-15 07:57:39,9197439,737301,98552,17990842,f,Firefox,Mobile,0
10487722,IDtSrVuSD,2017-01-12 13:00:04,8896401,699635,33638,47079934,a,,Mobile,0
5648392,IDMmdEtU4,2017-01-19 14:10:35,8470767,212367,62416,37135965,d,Google Chrome,Mobile,0
351937,IDEmX19oF,2017-01-15 09:49:59,9502667,588210,5602,60774669,b,Chrome,Desktop,0
2999224,IDsyPI39h,2017-01-14 10:04:18,9687071,359012,41640,2835657,c,Edge,Tablet,0
2345564,IDpliNxG9,2017-01-12 10:46:56,4488235,304105,6906,99510044,a,Firefox,,0
7319316,IDs5u3dNu,2017-01-11 18:58:54,9033489,99528,89680,24515862,c,,Tablet,0
2589817,IDfYSDIIn,2017-01-15 02:50:15,4808449,773779,40339,37135965,f,Edge,Tablet,0
5213855,IDpUJoPIb,2017-01-14 15:52:11,1959957,973721,40339,13742268,b,Mozilla,Desktop,0
7651337,ID4t2ANp1,2017-01-13 13:54:23,4364319,976493,6906,99510044,a,Edge,Tablet,0
10110283,IDJNOSIjL,2017-01-11 20:07:49,5426302,629039,6747,74868704,b,Edge,Tablet,0
3895006,IDgxPD0Q0,2017-01-20 14:13:25,8290751,248871,42227,43179292,e,Firefox,,0
1411975,ID5JYpR5A,2017-01-11 09:15:48,1665247,465218,20322,35888759,b,,,0
991683,IDB0izuZY,2017-01-13 10:50:08,3874649,242140,904,74363610,f,Mozilla Firefox,Desktop,0
517141,IDHBlxjmJ,2017-01-13 07:48:34,5178860,266734,82877,38492160,b,Mozilla Firefox,Desktop,0
2113984,ID3338ASc,2017-01-12 11:32:14,6113457,325225,5602,89912524,b,Chrome,Desktop,0
5557061,IDQkpLNTa,2017-01-19 09:10:21,166966,830037,72276,67860104,b,Edge,Tablet,0
10396403,IDceG8G0I,2017-01-13 16:03:21,6034784,529958,48498,7864011,a,Safari,Tablet,0
11002906,IDIVToogt,2017-01-15 18:41:34,8985583,319872,93188,57977218,b,Firefox,Mobile,0
4752688,IDUGXm46s,2017-01-14 00:10:12,6639377,444855,6906,71165566,b,Google Chrome,Mobile,0
9116159,IDKTLW9Ar,2017-01-15 12:56:41,4004907,421773,97103,9389473,b,Mozilla,Desktop,0
7645494,IDjxsgf7T,2017-01-10 19:39:42,284210,715010,904,74363610,e,Mozilla,Desktop,0
5745127,IDMArl7v5,2017-01-11 19:48:30,,859229,33638,47079934,b,Firefox,,0
783953,ID182XQMR,2017-01-11 15:07:42,9726233,692943,26962,57977218,b,Firefox,Mobile,0
1949680,IDfWYrs79,2017-01-19 07:56:55,,334519,1678,76464134,f,Edge,Tablet,0
9671153,ID4Gw6q2m,2017-01-19 15:54:11,3540364,728708,34670,87807327,b,Firefox,Mobile,0
1847963,IDlX8t9Zg,2017-01-18 10:36:55,3119285,710371,17714,54794527,b,Firefox,,0
1352629,ID2qA5RsE,2017-01-13 12:18:51,6966993,870197,17714,74363610,a,Edge,Tablet,0
2687388,IDswJXauN,2017-01-15 11:12:14,1140828,374689,54916,7864011,b,Firefox,Mobile,0
3804858,IDAkdr6Ts,2017-01-20 07:32:25,3564191,216482,87732,555603,b,Firefox,Mobile,0
9283574,IDjfHvUK1,2017-01-20 12:30:21,717920,689805,17118,17488931,b,Mozilla,Desktop,0
10909887,IDAez7lRp,2017-01-13 14:36:44,1904088,388597,8467,26832387,c,Firefox,Mobile,0
7791859,IDd4vmk89,2017-01-18 15:25:37,4646416,169256,12052,31388981,e,Firefox,Mobile,0
4574033,IDC2sphCR,2017-01-18 16:39:17,6417938,490219,54916,7864011,d,Edge,Tablet,0
10181686,ID2DerF8I,2017-01-16 11:49:03,2713283,883466,40339,43452411,b,Edge,Tablet,0
492396,IDgToXQHv,2017-01-12 09:41:52,3949384,534153,12211,43179292,e,Firefox,,0
11253293,IDRv5ARNg,2017-01-17 14:48:42,2938379,307833,835,62201833,a,Mozilla,,0
7098431,IDDzctPSV,2017-01-13 09:47:42,7400214,404516,93188,91553313,f,Edge,Tablet,0
10824354,IDv51hQak,2017-01-12 14:06:37,4534907,503009,15124,99558603,e,Safari,Tablet,0
11006743,IDLogT389,2017-01-20 17:14:58,2430907,457455,68947,7864011,b,Firefox,Mobile,0
687028,IDfA5n0KD,2017-01-16 15:23:45,9577428,459823,6906,99510044,b,Mozilla Firefox,Desktop,0
11912628,IDysY0vU4,2017-01-17 10:24:19,,115741,10345,72161006,b,Firefox,Mobile,0
10122894,ID6FbqAmL,2017-01-20 09:29:56,8809498,22360,5602,76683174,b,Firefox,Mobile,0
6808402,ID3O3DE2u,2017-01-18 16:39:07,6571258,699781,93286,48626108,f,Edge,Tablet,0
5460426,IDaZuIR5y,2017-01-13 05:03:49,1893835,732061,73362,67274540,c,InternetExplorer,Desktop,1
11132610,IDMI2wWkg,2017-01-15 06:54:15,3204627,468271,904,72297026,a,Google Chrome,Mobile,0
10371207,IDknNQPST,2017-01-13 10:21:57,3988414,332886,54916,54526992,c,Firefox,Mobile,0
3130094,IDj4JhP0Y,2017-01-14 12:52:56,7400214,473610,30580,67147700,b,IE,Mobile,0
2602856,IDJOrpLzi,2017-01-10 11:29:27,3043563,225205,8467,56546102,a,Firefox,Mobile,0
8883067,IDqJrOWKJ,2017-01-10 12:11:55,1652786,330257,89680,26391770,b,IE,Mobile,0
2508577,IDWKMstzW,2017-01-12 09:49:22,8485552,655072,36768,78406516,b,Firefox,Mobile,0
1997440,IDnZb7flJ,2017-01-15 10:24:15,1569647,766499,96313,46997962,b,Mozilla,Desktop,0
8257815,IDDiXtrRe,2017-01-20 09:31:50,5817885,801134,97103,79906734,b,Firefox,Mobile,0
7434086,IDn6HJcrP,2017-01-13 10:13:00,9658789,67274,54916,29624796,e,Google Chrome,Mobile,0
9061706,IDQ0RWKg6,2017-01-12 15:41:14,2671175,885013,82877,38492160,a,Mozilla Firefox,Desktop,0
2375972,ID732tx4d,2017-01-12 18:48:25,1697403,170021,11837,40441133,a,Google Chrome,,0
12128041,IDfJPhmrg,2017-01-19 16:47:53,6236939,298844,33287,86084476,f,Edge,Tablet,0
2429427,IDOHnhZNS,2017-01-12 10:00:31,6229859,761560,55686,15961717,b,Firefox,Mobile,0
564084,IDvXL5TGT,2017-01-20 06:32:01,2960794,921107,904,58604466,a,Mozilla,,0
775324,ID8YwSGQP,2017-01-16 11:19:33,8950149,811677,54125,91553313,b,Mozilla,Desktop,0
9975381,IDPMmm5Td,2017-01-15 13:53:05,7509796,846653,93286,52437512,e,Edge,Tablet,0
1976642,IDPtNoP0g,2017-01-14 10:10:58,,594362,40050,24374189,e,Edge,Tablet,0
7040311,ID8sVdHwA,2017-01-11 14:32:22,7481757,328284,21407,80645978,b,IE,,0
3575014,IDBjA3MXy,2017-01-20 16:57:14,22174,503621,21407,46997962,b,Edge,Tablet,0
1972672,IDcZYRMKo,2017-01-16 12:26:05,896409,24037,99914,29916445,b,Chrome,,0
2806154,IDnd0ZKj6,2017-01-16 17:19:48,5498853,854110,35368,74868704,a,Edge,Tablet,0
7202250,IDi6NGTnM,2017-01-15 10:34:44,,189448,50088,57977218,b,Edge,Tablet,0
7943416,IDtkFnWPk,2017-01-11 10:11:01,7719618,399183,33287,12964926,a,Firefox,Mobile,0
11654276,IDBbXQIIg,2017-01-18 11:13:12,7435494,451101,13255,4519772,a,Edge,Tablet,0
3046757,IDjZ3Tp2z,2017-01-12 18:25:08,8859984,883024,5602,60774669,b,Opera,Mobile,0
8793054,ID3wLBL7j,2017-01-16 15:14:05,3631060,642035,30580,67147700,b,Google Chrome,Mobile,0
2462238,ID8pjVF5j,2017-01-17 18:10:26,983606,261875,62949,81968512,c,InternetExplorer,Desktop,1
11251249,IDzsxt5uT,2017-01-12 16:15:33,,135057,15124,11945063,b,Mozilla,Desktop,0
5959140,ID3Ra5Xa4,2017-01-17 16:09:11,840355,353482,26849,18243870,b,Firefox,,0
4335563,IDm026VrN,2017-01-16 08:24:59,,412565,11987,16340250,b,Firefox,Mobile,0
435854,IDHg8YRNl,2017-01-14 15:06:15,7491097,87664,12052,39507200,f,Mozilla Firefox,,0
3655655,IDf3wGKIO,2017-01-16 09:28:56,4317771,346138,41706,4000296,a,Google Chrome,Mobile,0
10609971,IDBYp71t1,2017-01-16 06:30:49,8625457,508750,17714,74363610,f,Mozilla Firefox,Desktop,0
9186349,IDpsAEPzm,2017-01-11 11:11:50,8405904,188858,22023,48644561,a,Mozilla,,0
4514536,ID5xQMsRJ,2017-01-17 14:11:43,2648492,63766,82396,9556126,b,Firefox,Mobile,0
3425538,IDjwIuOf7,2017-01-14 13:02:59,1252446,458087,26849,49384126,f,Mozilla,Desktop,0
2017868,IDlKxRphq,2017-01-17 17:37:42,1956519,22943,41640,74868704,f,Edge,Tablet,0
4142625,ID4UfScZy,2017-01-18 17:17:49,7676526,920238,34670,69514806,b,Firefox,Mobile,0
7634718,IDqEwB49q,2017-01-11 14:37:47,3072099,25496,6906,99510044,f,Firefox,,0
2732987,IDwCx5BHR,2017-01-18 13:58:23,3695867,492774,54916,27723861,b,Firefox,Mobile,0
5203067,IDaS12xj8,2017-01-12 08:22:02,8946712,140778,28075,26391770,f,Mozilla,,0
7435434,IDFbIaLpW,2017-01-13 15:16:02,9543831,158936,9764,54526992,b,,,0
1883061,IDjPxYlYt,2017-01-15 14:35:56,,414280,71642,29352781,b,Mozilla Firefox,,0
3450133,IDdPMdgco,2017-01-18 11:45:16,6867752,197627,73248,61940782,c,InternetExplorer,Desktop,0
10256897,ID0b0Woyc,2017-01-10 18:50:19,3058410,382869,40339,43452411,b,Edge,Tablet,0
3017888,IDgox5MRx,2017-01-16 16:18:15,,897781,26849,30860214,a,InternetExplorer,Desktop,1
9763864,ID4yhemJ2,2017-01-12 17:59:46,8374821,382869,40339,43452411,b,Firefox,,0
12004403,IDAW5gM6S,2017-01-11 08:46:16,9020397,337683,50088,57977218,a,Firefox,,0
101478,IDMhqEDH5,2017-01-10 16:05:04,2687395,578804,6906,98830533,c,InternetExplorer,Desktop,1
4671038,IDbXT8AwM,2017-01-16 12:18:23,7174928,919081,7126,555603,a,Google Chrome,Mobile,0
9705048,IDXzrxvMj,2017-01-12 16:17:45,7741774,318518,92704,93157824,a,InternetExplorer,Desktop,0
6477122,IDmyGVYL2,2017-01-18 15:05:20,8408464,175775,85860,26391770,b,Firefox,Mobile,0
6499971,IDC3zbwz0,2017-01-16 11:13:52,,123809,84974,78683718,b,Mozilla,Desktop,0
6061440,ID6A6nc45,2017-01-19 17:04:53,,657910,6906,99510044,e,Google Chrome,Mobile,0
5510801,IDif4jA4Z,2017-01-13 15:26:22,5423903,17808,80554,61940782,a,,,0
9200912,IDPRNchBK,2017-01-12 14:41:52,7716500,628397,42227,21153737,f,Firefox,Mobile,0
277073,IDhSOKttE,2017-01-13 10:24:20,5226923,167969,30580,67147700,f,Firefox,Mobile,0
6631704,IDnjlh1dG,2017-01-18 16:41:12,5053327,595823,93286,46997962,a,InternetExplorer,Desktop,0
2040910,IDUSHVofi,2017-01-16 06:23:54,,206746,904,58604466,a,Firefox,Mobile,0
6110114,IDzT16f9y,2017-01-16 06:00:31,4018340,78076,48498,555603,a,Edge,Tablet,0
2996017,IDIcecGsG,2017-01-19 16:14:56,6559752,664571,41706,4000296,b,Chrome,,0
5167350,IDUwZd36h,2017-01-11 10:22:47,3369837,102454,25491,79474990,a,Firefox,Mobile,0
8041526,IDm3hVZ3P,2017-01-13 11:18:41,9193696,816813,10345,81621696,b,Firefox,Mobile,0
7376201,IDiJspD8X,2017-01-15 16:46:24,6275743,382869,40339,43452411,a,Mozilla Firefox,Desktop,0
7042974,IDnOgkHe4,2017-01-13 11:34:50,4068173,759888,6906,99510044,e,Firefox,Mobile,0
8075317,IDiqyLpzw,2017-01-16 13:34:23,3618896,32183,40339,43452411,b,Edge,Tablet,0
11506882,IDnF2YGlT,2017-01-13 12:45:11,9022833,600669,6906,99510044,b,Edge,Tablet,0
4308863,ID3msbHvH,2017-01-15 18:42:45,8987952,234630,97863,56008048,b,Firefox,Mobile,0
7071353,IDtkmx6QM,2017-01-12 11:30:54,8825567,303552,9764,1189152,e,Firefox,,0
236576,IDeKR4tLE,2017-01-11 19:02:21,2152078,551857,17714,74363610,e,Firefox,Mobile,0
8710211,IDCskRJZA,2017-01-16 15:29:09,6895790,688070,14960,66240359,b,Mozilla Firefox,Desktop,0
7274389,IDLOkwIc7,2017-01-11 10:18:20,6770168,281839,904,94350426,f,Firefox,,0
999595,IDFR54uty,2017-01-12 11:00:53,8883908,369601,65251,57977218,b,Firefox,,0
1890967,IDsjQtyIX,2017-01-19 03:17:20,6764685,824377,1678,31327272,f,Firefox,,0
5993228,IDZrRYZww,2017-01-10 12:17:03,7993925,289801,35046,31388981,b,Firefox,Mobile,0
6462715,IDkPocT66,2017-01-19 17:31:48,5899953,551113,48498,7864011,b,,Tablet,0
7644492,IDaOkGahy,2017-01-14 13:16:11,6563054,932544,80554,7122654,a,InternetExplorer,,0
9804447,IDFF4xlLh,2017-01-11 10:08:25,6842302,126627,49810,44147978,e,Google Chrome,Mobile,0
1421409,ID6cBECaR,2017-01-15 10:17:06,311023,972715,50584,74363610,c,Google Chrome,Mobile,0
10806235,IDQYaYDB8,2017-01-15 09:58:08,974771,546990,47327,65017662,a,IE,Mobile,0
11069380,IDyS04wUy,2017-01-11 06:38:21,2525429,916826,64452,92640312,b,Mozilla,Desktop,0
5415011,IDfzOMyoV,2017-01-15 07:18:05,245036,924441,30580,87470165,a,Firefox,Mobile,0
10860396,ID47hoyuw,2017-01-17 16:16:36,7069675,741012,97863,87807327,a,Firefox,Mobile,0
4701583,IDcULOkKm,2017-01-10 15:49:54,,449437,87895,61940782,a,Mozilla,Desktop,0
8869277,IDRYLsTpH,2017-01-10 14:03:47,2712674,848506,14345,555603,a,Edge,Tablet,0
9743783,IDw7GELyR,2017-01-19 10:28:22,87022,43251,33287,10404744,b,Firefox,Mobile,0
5550653,ID5zWr4Iz,2017-01-19 17:57:01,4691517,214347,12211,58163546,b,Firefox,,0
3682471,IDRvYAj57,2017-01-20 12:18:25,1794220,631376,1678,76522512,a,Edge,,0
3222119,IDnRIYf1y,2017-01-19 16:39:17,8713549,726166,40339,43452411,b,Mozilla,Desktop,0
2300188,IDQ6QSJZS,2017-01-16 08:44:40,882367,979370,74263,2050923,b,Edge,Tablet,0
6774422,IDoPz3lne,2017-01-16 17:56:12,313662,989929,61208,91553313,f,Edge,Tablet,0
5344379,ID9fdQ1SC,2017-01-20 15:01:20,7847894,871902,33287,1873447,f,Firefox,,0
1946372,IDdYy0hzG,2017-01-19 17:49:47,,631376,1678,76522512,a,,Tablet,0
2609992,IDH0Vke8Q,2017-01-11 08:24:33,6133466,583048,42227,79055697,b,,Desktop,0
9144939,IDSQabcc0,2017-01-20 14:55:53,3908270,382951,68947,54526992,b,Firefox,Mobile,0
8928512,IDMx27yXx,2017-01-15 12:14:48,3354425,64473,93286,91553313,a,Firefox,Mobile,0
2683912,IDsXKtBDK,2017-01-20 09:28:50,3297578,328298,40339,43452411,b,Mozilla,Desktop,0
1966255,ID71KT8td,2017-01-16 11:56:35,9910751,646979,6906,99510044,a,Chrome,Desktop,0
3338982,IDUH33w6E,2017-01-14 01:28:39,1780645,473365,6906,99510044,a,Edge,Tablet,0
2530405,IDjbOZPgm,2017-01-11 16:39:44,,534102,92902,555603,a,Chrome,Desktop,0
1163751,IDvmiau1O,2017-01-12 09:45:28,5695952,108252,8414,82291592,d,,Desktop,0
1862279,ID6omWdEp,2017-01-12 10:53:16,3945813,741493,9764,1189152,b,Firefox,,0
3454424,IDDWw1xzH,2017-01-11 19:50:06,,801932,45620,54630329,b,InternetExplorer,Desktop,0
3450825,ID0yK6Ek3,2017-01-18 11:23:46,3182729,3210,55686,26391770,b,InternetExplorer,Desktop,0
3950934,IDhjWD8d3,2017-01-12 09:56:56,4279302,689540,17714,29916445,b,Firefox,Mobile,0
8277386,IDI2Yyr5w,2017-01-15 09:28:24,5269774,447897,34670,41475976,b,Mozilla,Desktop,0
5309786,IDmFLBvR5,2017-01-14 10:51:11,,378858,83717,27723861,f,Edge,,0
843174,ID8TrpZFA,2017-01-18 16:01:27,5507531,887403,97863,21117437,f,,Desktop,0
1121946,IDePhdrMb,2017-01-19 14:20:23,941783,332242,40339,43452411,a,Opera,,0
11278831,IDjdJBUPZ,2017-01-13 17:52:33,5968006,738311,40339,55358028,b,Mozilla Firefox,Desktop,0
10236494,IDxl1ZgQp,2017-01-16 09:10:34,3273250,735833,42227,49384126,a,Edge,,0
10428772,IDShhxVLD,2017-01-13 12:20:41,7371854,39489,20322,7864011,f,Firefox,Mobile,0
7333894,IDSAcRbRL,2017-01-18 13:17:29,1578751,562113,99178,6171136,b,Mozilla,Desktop,0
9967826,ID7rhXFDa,2017-01-13 18:05:58,6181569,579205,54125,74213209,a,InternetExplorer,Desktop,1
3895137,IDV0rhPxk,2017-01-11 18:18:43,3118956,228849,17714,74363610,d,Firefox,Mobile,0
8743021,ID4bGqOa6,2017-01-20 13:21:44,4031682,644309,37718,26391770,b,Firefox,Mobile,0
11275099,IDO7GGT78,2017-01-18 15:46:34,2127654,14060,53956,59651778,b,Mozilla Firefox,Desktop,0
665765,IDjBaT62t,2017-01-16 08:05:16,368010,523330,41706,4000296,b,Firefox,Mobile,0
9141765,IDkymxvE3,2017-01-16 17:08:32,,918249,57860,4377339,f,Firefox,Mobile,0
9600797,IDsowpdPG,2017-01-11 10:34:52,3915645,513078,15912,54526992,a,Firefox,,0
2442005,IDynPHsXm,2017-01-18 11:18:43,9253128,445344,73248,7864011,b,Firefox,Mobile,0
4519324,IDJybvpgT,2017-01-12 07:34:02,2668153,255330,41706,16943535,b,,Desktop,0
10207066,IDqx82Fkp,2017-01-16 02:51:31,5631471,374857,36768,78406516,f,Mozilla Firefox,Desktop,0
11358345,IDCAR1NLB,2017-01-16 10:03:09,6912579,461678,40050,24374189,a,Mozilla Firefox,Desktop,0
489594,IDvvCCovO,2017-01-12 13:53:30,9564440,350526,6906,98830533,a,IE,,0
10513225,IDjCSJEvI,2017-01-10 16:49:08,679583,395757,73248,88843407,b,,Desktop,0
9376262,IDCOMl7Bu,2017-01-17 14:27:16,995619,381671,95113,65017662,e,InternetExplorer,Desktop,0
10435264,IDBJibAW3,2017-01-12 12:39:40,3945813,185076,41706,74868704,a,Firefox,Mobile,0
543722,IDtCYHYLY,2017-01-20 14:44:19,2723114,228024,26849,30860214,b,Firefox,Mobile,0
6845553,IDDWYJ4qt,2017-01-19 15:43:00,3048096,512033,40339,1189152,b,Firefox,Mobile,0
2567105,IDMQyncyQ,2017-01-17 12:57:35,,310075,12052,31388981,b,Edge,Tablet,0
8813297,ID1T79tQX,2017-01-17 16:47:58,3840474,384157,6906,99510044,d,Edge,Tablet,0
7405944,IDr3dABIe,2017-01-18 17:32:43,196957,367199,42227,15961717,a,IE,,0
1517879,IDRMwtPOQ,2017-01-18 08:15:01,5249424,590041,80692,27723861,b,Safari,Tablet,0
8579098,IDopiX06n,2017-01-20 16:19:23,6225790,937415,904,94350426,b,Firefox,Mobile,0
4278532,ID7NHVcCe,2017-01-19 07:56:31,510264,760055,70409,49384126,b,Firefox,,0
1674380,ID9oAzRDP,2017-01-13 09:02:44,1952363,272504,92704,87903766,b,Firefox,Mobile,0
11444554,ID19K5YRG,2017-01-12 21:23:40,2354988,422046,6906,98830533,b,Google Chrome,Mobile,1
633955,ID9LpIG6I,2017-01-20 16:36:41,5035823,328298,40339,43452411,c,Edge,Tablet,0
11819140,IDTtjKe7o,2017-01-13 16:24:05,3013389,22102,92902,47079934,b,Mozilla,,0
5030958,ID3PL4XdK,2017-01-12 13:22:51,6230882,592050,10345,47241726,a,Edge,Tablet,0
6182423,IDoVrEYry,2017-01-12 09:19:53,,68770,43612,74868704,b,Firefox,Mobile,0
3121759,ID6gt54zp,2017-01-10 09:33:21,3681510,747996,43897,17990842,f,Edge,Tablet,0
7510207,IDljP97zt,2017-01-14 12:14:26,1673456,885318,904,20301556,b,Firefox,Mobile,0
6751503,IDgLMXTf9,2017-01-12 15:36:31,,704957,49810,26391770,e,Mozilla Firefox,Desktop,0
335524,IDfvR3gVd,2017-01-16 07:09:10,6142984,688262,40339,50706198,a,Opera,Mobile,0
5715933,IDMHnEZmM,2017-01-17 12:05:55,3897992,875303,46450,47079934,b,Firefox,,0
3593840,IDb5FV83o,2017-01-18 15:40:27,,535031,30580,67147700,b,,,0
8979467,IDs3Pk1mc,2017-01-20 06:19:20,7417711,831363,64452,92640312,a,Firefox,,0
9843397,IDpQEGL38,2017-01-15 18:12:53,1324080,742895,8467,56546102,b,IE,Mobile,0
475,IDQRsz7az,2017-01-19 17:33:46,7576106,139007,21380,80720921,b,Firefox,Mobile,0
5467094,IDO2dqENS,2017-01-15 18:31:20,2358062,954294,20322,54526992,a,Mozilla,Desktop,0
7279452,IDtAg0gmg,2017-01-12 17:21:51,6737364,854806,62949,77046603,e,Edge,Tablet,0
6542518,IDYu0tlwW,2017-01-20 13:11:08,1794220,730701,40339,7122654,b,Firefox,Mobile,0
6781353,IDPK7MEH8,2017-01-11 07:54:06,9482895,457547,1069,7122654,a,Edge,Tablet,0
515277,ID3KP46jw,2017-01-18 15:15:10,129369,243671,36768,79906734,b,InternetExplorer,Desktop,0
889500,ID0wGkHdX,2017-01-19 03:07:26,8989571,564229,40339,43452411,e,Google Chrome,Mobile,0
1383788,IDAjSDwoH,2017-01-14 15:08:21,3069969,661586,80554,57977218,b,Mozilla Firefox,Desktop,0
4696738,IDsBMQCSt,2017-01-14 09:30:49,5367777,359012,41640,2835657,b,Internet Explorer,Tablet,0
5790457,IDznPPa6s,2017-01-20 17:28:19,4370788,528135,82877,38492160,a,Edge,Tablet,0
524041,ID6o676GI,2017-01-13 17:06:19,1612802,764571,33638,13789995,a,Google Chrome,Mobile,0
2030809,IDSSawF8u,2017-01-16 16:02:39,,417079,15912,14334527,a,Firefox,Mobile,0
9723473,IDss9JzSp,2017-01-19 13:12:01,,123238,33949,48644561,d,Google Chrome,Mobile,1
10174618,IDyseLQPZ,2017-01-17 07:57:19,3589369,255360,93286,90093962,a,Edge,Tablet,0
1980965,IDz33DoWB,2017-01-13 17:14:05,8713612,307953,25516,35888759,b,,Mobile,0
4414369,IDvr4bexF,2017-01-16 15:13:42,7814921,442287,12211,27723861,b,,Desktop,0
5316538,IDi8m6Die,2017-01-17 07:07:06,8946231,516554,27655,57977218,a,Mozilla,Desktop,0
8514209,IDU7fviqn,2017-01-11 18:03:47,8130133,150244,64452,92640312,f,Firefox,Mobile,0
1363674,ID6TRkLHL,2017-01-20 12:28:36,1441612,156288,84144,47079934,e,Edge,Tablet,0
4882861,IDnV2yAsk,2017-01-12 10:51:33,6113457,489446,41706,4000296,b,Firefox,,0
1174395,IDKC1GY7U,2017-01-20 16:36:53,6298008,232227,24658,27578501,b,Mozilla Firefox,Desktop,0
1392783,IDSU71Cfb,2017-01-16 11:52:26,2817379,150901,40339,43526789,b,Firefox,Mobile,0
4578861,IDLlU2kCW,2017-01-16 14:33:10,8236564,893433,17714,27723861,b,Mozilla Firefox,Desktop,0
3408563,IDmoK8E7Y,2017-01-15 18:07:53,4484014,305973,17714,94350426,b,Firefox,Mobile,0
3901399,IDwmbSKj5,2017-01-16 16:36:26,5929173,30084,835,67147700,a,Google Chrome,Mobile,0
8388313,IDsK69UjN,2017-01-19 08:14:08,1878248,432318,74711,30860214,a,Mozilla Firefox,Desktop,0
254907,ID0uut5zN,2017-01-18 07:40:21,,727049,2053,36082259,b,Firefox,Mobile,0
11296178,ID0PjpiX1,2017-01-17 14:19:14,1346342,536911,59164,26391770,b,Edge,Tablet,0
8972718,IDDkjVzYO,2017-01-15 10:23:01,,908863,54343,91873245,a,Edge,Tablet,0
1388219,IDQ8zZZnG,2017-01-12 16:25:33,4046816,141717,68847,47079934,b,,Desktop,0
4650451,IDCYn4qjm,2017-01-13 17:00:23,3029509,811535,42227,79474990,b,Firefox,Mobile,0
7682978,IDPdqglt8,2017-01-10 16:15:25,8926999,92402,40339,7122654,b,,Desktop,0
8278155,IDANfKlLO,2017-01-11 04:25:39,7264122,770997,35046,31388981,a,Firefox,Mobile,0
444063,IDYI9UswJ,2017-01-10 14:54:51,7039056,534621,82877,33832190,b,Edge,Tablet,0
10654033,ID9uN5jMo,2017-01-13 09:47:46,,950174,904,74363610,a,Edge,Tablet,0
9867714,IDRaIBVNE,2017-01-14 12:33:07,6269110,106788,26966,74363610,b,InternetExplorer,Desktop,0
6091375,IDWGPDztt,2017-01-18 13:02:30,522294,875036,70424,26391770,e,Edge,Tablet,0
11057939,ID0t410VE,2017-01-14 13:50:07,6019895,120008,96184,93157824,b,Edge,Tablet,0
5979332,IDWlALy5Z,2017-01-11 13:12:03,6295546,9219,80554,57977218,a,,Mobile,0
8811102,IDavskuC7,2017-01-15 02:34:08,2927397,567092,43897,69514806,d,InternetExplorer,,0
5668509,IDLz8AZYK,2017-01-12 04:20:36,7450479,592505,904,2050923,e,InternetExplorer,Desktop,1
10544891,IDWt3Atd3,2017-01-14 06:05:33,8821248,449070,92704,95441506,f,,Mobile,0
218149,IDHUW2MVV,2017-01-14 13:26:22,7573357,98300,12211,84522677,b,Edge,Tablet,0
2092028,IDwn2lmBX,2017-01-14 14:33:40,,931959,34670,87807327,a,Mozilla,Desktop,0
8845814,IDjO1fFJJ,2017-01-10 18:17:32,8839492,889866,48498,5716520,f,Firefox,Mobile,0
9906744,IDeyeZhBS,2017-01-10 10:46:10,2994345,4,904,74363610,b,Edge,Tablet,0
5394699,IDmwGeyo1,2017-01-16 15:41:34,918844,136106,17714,27723861,a,Google Chrome,Mobile,0
888505,IDXxvakYF,2017-01-15 09:17:29,7813118,352731,41640,48615529,e,Firefox,Mobile,0
823431,IDmMNc0zA,2017-01-19 16:22:46,4605906,382869,40339,43452411,a,Edge,Tablet,0
9794336,IDGvLWPhB,2017-01-10 11:33:03,,959779,6906,71165566,b,Edge,Tablet,0
4270001,IDFwXM8UY,2017-01-16 12:05:18,3309496,246145,904,74363610,b,Firefox,Mobile,0
10144759,IDw4kCcnt,2017-01-11 06:12:03,7758037,420298,42227,18243870,b,Edge,Tablet,0
3145773,IDvg5lKrM,2017-01-15 11:48:29,1466152,587319,80554,61940782,b,InternetExplorer,Desktop,0
2485452,IDysXjSTq,2017-01-11 08:50:09,4000933,460668,12211,84522677,b,Edge,,0
9911682,IDWGSCUlm,2017-01-18 16:18:23,9254114,956510,3037,62689217,a,Firefox,Mobile,0
8001401,IDxRrE7AT,2017-01-13 12:30:24,1458182,537120,15912,35888759,a,Firefox,,0
9272834,IDS44920K,2017-01-12 14:49:38,7074387,433342,89680,57517812,e,Google Chrome,Mobile,0
3606629,IDJEq8ywL,2017-01-14 13:40:11,6643295,653398,1678,83960204,b,Edge,Tablet,0
